species,concentration,type
y_1,2.91906594927508,mapped
y_1,12.9229362917002,mapped
y_1,10.4096850596013,mapped
y_1,5.67100808867276,mapped
y_1,4.6841277039374,mapped
y_1,11.9674659327668,mapped
y_1,2.85516027408804,mapped
y_1,9.81892668165175,mapped
y_1,5.16485896585873,mapped
y_1,5.57524257499214,mapped
y_1,11.3409954235802,mapped
y_1,3.67282275752533,mapped
y_1,10.7556972658657,mapped
y_1,5.80843630135561,mapped
y_1,5.33928918148138,mapped
y_1,11.5685314634778,mapped
y_1,4.60236099551076,mapped
y_1,5.56004541761646,mapped
y_1,7.91776043261592,mapped
y_1,5.40437508339918,mapped
y_1,8.41889769222042,mapped
y_1,10.1849982710308,mapped
y_1,4.00347350881171,mapped
y_1,13.9972020497556,mapped
y_1,5.8708736280084,mapped
y_1,4.59283803826886,mapped
y_1,6.49944834242343,mapped
y_1,4.736582068513,mapped
y_1,10.7341121072535,mapped
y_1,7.39962530270154,mapped
y_1,7.86259761985374,mapped
y_1,3.85495225856748,mapped
y_1,3.07368760408149,mapped
y_1,13.840797254644,mapped
y_1,6.69872487278948,mapped
y_1,4.6170107489645,mapped
y_1,6.85735254762152,mapped
y_1,8.04699610423702,mapped
y_1,3.5303996027807,mapped
y_1,7.40533761844616,mapped
y_1,10.5460253223952,mapped
y_1,4.6265085020166,mapped
y_1,3.91233616860812,mapped
y_1,15.6449763400172,mapped
y_1,5.06285442018658,mapped
y_1,5.26362014556595,mapped
y_1,9.55290339362188,mapped
y_1,8.47281129868383,mapped
y_1,7.12600526335349,mapped
y_1,5.09763552501807,mapped
y_1,5.82086748703914,mapped
y_1,4.44393700543167,mapped
y_1,9.73546485378132,mapped
y_1,5.19824052233814,mapped
y_1,5.93607680265618,mapped
y_1,8.65054173443237,mapped
y_1,4.73742822400997,mapped
y_1,5.23943434173425,mapped
y_1,8.73748867588997,mapped
y_1,4.6236978004606,mapped
y_1,12.9875091593802,mapped
y_1,5.36909908526842,mapped
y_1,9.22001564500303,mapped
y_1,4.91187942524339,mapped
y_1,4.68842313150872,mapped
y_1,12.0442740965213,mapped
y_1,4.28801036168086,mapped
y_1,6.90448743937631,mapped
y_1,2.84945785750309,mapped
y_1,10.4536720788783,mapped
y_1,10.9142682877888,mapped
y_1,6.03862890093876,mapped
y_1,2.56944266724761,mapped
y_1,15.3470463989289,mapped
y_1,4.3704107854619,mapped
y_1,5.40878415526932,mapped
y_1,16.8072462084041,mapped
y_1,14.6134772427824,mapped
y_1,6.0398628133255,mapped
y_1,2.53113660981548,mapped
y_1,8.34420718809098,mapped
y_1,7.51273367322992,mapped
y_1,4.26957033714007,mapped
y_1,4.3175817857602,mapped
y_1,5.55642871164537,mapped
y_1,11.956824265455,mapped
y_1,10.7941545919956,mapped
y_1,4.94306739477064,mapped
y_1,4.96127876717244,mapped
y_1,2.66004304854717,mapped
y_1,10.6310312346113,mapped
y_1,7.35086042671392,mapped
y_1,4.22746820378318,mapped
y_1,10.6925040430134,mapped
y_1,9.3470735717366,mapped
y_1,8.22070545118979,mapped
y_1,6.26208058675212,mapped
y_1,5.86421334186357,mapped
y_1,4.05421618277878,mapped
y_1,5.20869674306285,mapped
y_1,11.3946412895023,mapped
y_1,5.88569807470747,mapped
y_1,6.91860913763913,mapped
y_1,7.36849053097208,mapped
y_1,14.0307661960162,mapped
y_1,4.64506604006671,mapped
y_1,5.18721942842672,mapped
y_1,11.8517846120662,mapped
